	year	month	day	        T1	        T2	        T3	        O1	        O2	        O3
	2000	    4	  5	   -53.354	   -57.808	   -61.098	      49.0	      89.3	      59.9
	2000	    4	 12	   -57.476	   -62.538	   -66.966	      45.3	      89.4	      45.5
	2000	    4	 19	   -59.954	   -66.586	   -71.056	      46.5	      86.7	      49.6
	2000	    4	 26	   -62.234	   -69.844	   -75.145	      34.1	      80.6	      50.1
	2000	    5	  3	   -66.306	   -73.902	   -78.306	      32.6	      86.4	      49.8
	2000	    5	 17	   -66.142	   -76.582	   -82.244	      44.4	      85.1	      49.2
	2000	    5	 26	   -69.661	   -81.426	   -86.154	      44.7	      92.0	      44.3
	2000	    6	  2	   -77.256	       NaN	       NaN	       NaN	       NaN	       NaN
	2000	    6	  8	   -72.788	   -84.140	   -88.942	      30.9	      86.7	      48.0
	2000	    6	 14	   -71.094	   -83.373	   -90.332	      41.3	      84.1	      50.2
	2000	    6	 23	   -73.324	   -86.226	   -90.718	      37.3	      87.6	      46.5
	2000	    6	 29	   -73.874	   -86.060	   -90.232	      46.9	      91.3	      45.4
	2000	    7	  5	   -77.498	   -88.090	   -90.652	      44.9	     100.3	      47.7
	2000	    7	 13	   -77.172	   -87.460	   -89.392	      40.9	      95.0	      44.9
	2000	    7	 19	   -82.032	   -89.312	   -90.774	      39.3	      97.0	      49.2
	2000	    7	 27	   -75.482	   -87.486	   -89.096	      49.3	      85.1	      45.9
	2000	    8	  3	   -80.590	   -90.464	   -91.938	      34.9	      69.4	      47.0
	2000	    8	  9	   -78.872	   -88.826	       NaN	      45.1	      78.5	       NaN
	2000	    8	 16	   -79.550	   -89.276	   -90.608	      43.7	      78.5	      49.3
	2000	    8	 23	   -78.814	   -87.982	   -88.710	      47.6	      92.4	      48.7
	2000	    8	 31	   -82.458	   -89.326	   -88.598	      27.0	      46.7	      42.4
	2000	    9	  3	   -80.250	   -88.300	   -90.260	      32.0	      47.1	      30.1
	2000	    9	  8	   -77.562	   -86.174	   -88.346	      34.6	      39.5	      31.2
	2000	    9	 12	   -76.574	       NaN	       NaN	      30.6	       NaN	       NaN
	2000	    9	 15	   -76.092	   -83.593	       NaN	      33.1	       NaN	       NaN
	2000	    9	 15	   -76.700	   -84.826	   -82.174	      25.3	      26.3	      25.5
	2000	    9	 18	   -77.074	   -84.430	   -79.174	      26.2	       4.6	      26.9
	2000	    9	 21	   -77.672	   -85.204	   -81.392	      24.1	       7.9	      24.5
	2000	    9	 24	   -80.350	   -84.212	   -75.896	      19.7	       6.6	      29.9
	2000	    9	 27	   -79.548	   -84.298	   -75.702	      18.1	       0.9	      25.0
	2000	    9	 29	   -79.240	   -83.572	   -74.914	      18.1	       0.7	      27.5
	2000	   10	  1	   -81.618	   -82.610	   -70.322	      13.8	       0.2	      27.1
	2000	   10	  1	   -81.602	   -82.578	   -70.070	      13.7	       0.5	      27.2
	2000	   10	  4	   -74.938	   -80.616	   -66.056	      19.3	       2.0	      30.0
	2000	   10	  5	   -79.436	   -81.940	   -68.088	      16.0	       1.5	      23.5
	2000	   10	  7	   -76.156	   -82.404	   -66.460	      21.6	       6.6	      27.3
	2000	   10	 11	   -75.582	   -78.458	   -58.100	      18.3	       1.8	      32.8
	2000	   10	 16	   -74.158	   -75.614	   -54.468	      20.1	       3.0	      35.8
	2000	   10	 19	   -70.382	   -68.632	   -38.846	      19.0	       7.6	      48.6
	2000	   10	 22	   -70.318	   -65.078	   -30.463	      16.4	       7.6	      53.6
	2000	   10	 25	   -74.028	   -65.646	       NaN	      22.6	      10.4	       NaN
	2000	   10	 28	   -70.478	   -60.872	   -26.002	      17.4	      10.0	      52.9
	2000	   11	  3	   -65.524	   -52.958	   -26.886	      18.4	      23.0	      83.3
	2000	   11	  7	   -62.314	   -43.448	   -23.928	      23.2	      33.3	      99.7
	2000	   11	 14	   -61.012	   -43.048	   -29.818	      20.0	      50.0	      94.0
	2000	   11	 19	   -60.746	   -41.018	   -25.364	      20.4	      36.6	     106.2
	2000	   11	 22	   -58.238	   -38.124	   -32.434	      19.6	      70.0	      87.0
	2000	   11	 26	   -58.002	   -46.842	   -32.292	      21.4	      30.4	      79.5
	2000	   11	 29	   -55.976	   -46.644	   -34.435	      18.4	      34.1	      68.7
	2000	   12	  3	   -47.132	   -40.978	   -36.269	      36.5	      83.3	      86.4
	2000	   12	 11	   -43.802	   -39.918	   -35.692	      39.8	      75.7	      76.2
	2000	   12	 17	   -45.342	   -38.364	   -34.860	      31.5	      74.3	      62.1
	2000	   12	 25	   -42.892	   -38.138	   -34.820	      41.5	      80.0	      55.9
	2001	    1	  1	   -44.800	   -38.918	   -36.146	      41.0	      77.1	      57.7
	2001	    1	  7	   -44.382	   -38.974	   -36.168	      36.8	      70.9	      54.9
	2001	    1	 14	   -43.498	   -38.720	   -36.170	      37.6	      70.3	      52.9
	2001	    1	 21	   -46.426	   -40.878	   -37.998	      33.6	      65.5	      57.8
	2001	    1	 28	   -44.044	   -40.520	   -39.238	      37.9	      71.7	      56.2
	2001	    2	  4	   -46.592	   -42.396	   -41.084	      35.2	      69.0	      51.2
	2001	    2	 11	   -44.432	   -43.808	   -42.954	      38.4	      66.5	      54.3
	2001	    2	 18	   -47.474	   -44.886	   -44.536	      35.8	      67.9	      51.0
	2001	    2	 25	   -45.548	   -45.624	   -46.990	      39.3	      68.2	      42.1
	2001	    3	  4	   -44.974	   -45.454	   -46.322	      42.6	      70.4	      66.4
	2001	    3	 11	   -48.750	   -49.480	   -50.558	      37.9	      77.8	      58.5
	2001	    3	 18	   -49.348	   -51.748	   -54.864	      35.7	      74.8	       NaN
	2001	    3	 25	   -54.852	   -55.786	   -59.632	      31.2	      76.3	      53.1
	2001	    4	  1	   -50.412	   -55.768	       NaN	      51.1	      85.0	       NaN
	2001	    4	  8	   -52.330	   -58.262	   -62.912	      35.1	      77.4	      46.0
	2001	    4	 15	   -57.862	   -63.372	   -68.054	      39.9	      75.2	      44.2
	2001	    4	 22	   -59.362	   -66.506	   -72.310	      49.7	      86.2	      43.0
	2001	    4	 29	   -63.614	   -71.166	   -75.034	      40.4	      80.5	      38.2
	2001	    5	  6	   -65.328	   -73.084	   -78.732	      38.7	      82.6	      45.0
	2001	    5	 13	   -62.510	   -72.058	   -78.062	      41.9	      99.1	      58.2
	2001	    5	 20	   -63.732	   -74.550	   -79.402	      46.3	      83.7	      46.2
	2001	    5	 27	   -71.112	   -77.752	   -82.172	      35.7	      80.9	      49.4
	2001	    6	  3	   -67.194	   -78.924	       NaN	      50.2	      86.1	       NaN
	2001	    6	 10	   -72.468	   -83.094	   -86.464	      40.2	      79.9	      44.5
	2001	    6	 17	   -72.162	       NaN	       NaN	      36.4	       NaN	       NaN
	2001	    6	 25	   -71.492	   -81.842	   -85.178	      52.9	      99.5	      49.1
	2001	    7	  1	   -74.188	   -83.880	   -86.350	      51.2	      90.5	      51.7
	2001	    7	  8	   -76.680	   -85.060	   -87.008	      60.6	      94.7	      49.0
	2001	    7	 16	   -75.786	   -87.632	   -90.338	      51.4	      88.7	      50.8
	2001	    7	 23	   -78.594	   -88.448	   -89.976	      42.2	      91.8	      49.2
	2001	    7	 29	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2001	    8	  4	   -77.258	   -87.944	   -88.186	      48.8	      88.2	      51.1
	2001	    8	  8	   -78.082	   -86.938	   -84.484	      52.0	      88.3	      49.9
	2001	    8	 12	   -81.054	   -88.044	   -83.386	      46.2	      83.1	      48.8
	2001	    8	 19	   -80.754	   -88.360	   -87.386	      47.0	      72.6	      42.0
	2001	    8	 24	   -82.374	   -88.716	   -86.664	      25.8	      65.1	      45.3
	2001	    8	 28	   -80.886	   -87.722	   -84.374	      37.8	      53.6	      45.8
	2001	    9	  1	   -80.802	   -87.848	   -84.882	      40.8	      66.8	      47.1
	2001	    9	  3	   -80.552	   -87.292	   -84.718	      34.1	      47.3	      41.6
	2001	    9	  8	   -82.080	   -87.582	   -84.042	      27.2	      49.3	      39.2
	2001	    9	 13	   -85.548	   -91.048	   -86.606	      18.6	      33.9	      35.7
	2001	    9	 15	   -83.842	   -88.844	   -84.450	      24.6	      18.0	      39.0
	2001	    9	 17	   -80.498	   -87.114	   -81.720	      26.3	       9.9	      32.2
	2001	    9	 21	   -81.306	   -86.334	   -78.678	      24.6	       5.0	      32.6
	2001	    9	 23	   -81.512	   -87.038	   -78.374	      24.5	       5.9	      31.1
	2001	    9	 26	   -80.516	   -85.502	   -77.978	      22.7	       2.0	      29.3
	2001	    9	 28	   -81.730	   -85.998	   -75.118	      18.4	       2.2	      30.4
	2001	    9	 30	   -69.248	   -67.378	   -55.000	      19.0	       1.4	      22.9
	2001	   10	  2	   -78.312	   -83.524	   -71.264	      17.2	       0.4	      34.3
	2001	   10	  4	   -82.742	   -85.178	   -72.170	      14.1	       0.7	      30.5
	2001	   10	  6	   -81.644	   -85.814	   -72.572	      14.2	       1.2	      32.2
	2001	   10	  8	   -77.694	   -83.816	   -70.904	      17.3	       1.5	      29.3
	2001	   10	 11	   -81.042	   -83.238	   -65.374	      14.8	       0.8	      33.1
	2001	   10	 14	   -77.760	   -80.632	   -64.202	      15.1	       3.2	      37.0
	2001	   10	 17	   -77.730	   -79.964	   -60.486	      15.2	       3.3	      38.1
	2001	   10	 20	   -75.458	   -77.692	   -56.562	      13.9	       3.2	      38.3
	2001	   10	 25	   -76.028	   -75.048	   -52.186	      16.0	       5.8	      46.7
	2001	   10	 28	   -75.934	   -72.938	   -50.740	      14.4	      10.8	      41.8
	2001	   11	  1	   -75.930	   -74.284	   -49.457	      15.7	      11.1	      43.6
	2001	   11	  6	   -76.066	   -73.308	   -47.552	      15.8	      11.5	      44.2
	2001	   11	  9	   -78.988	   -76.414	   -52.898	      12.0	      18.1	      42.2
	2001	   11	 14	   -72.128	   -70.326	   -47.522	      17.6	      16.6	      42.7
	2001	   11	 17	   -70.580	   -67.076	   -44.088	      16.6	      14.0	      43.8
	2001	   11	 20	   -71.630	   -63.992	   -36.414	      16.4	      16.2	      52.3
	2001	   11	 26	   -69.574	   -60.714	   -34.698	      20.8	      20.3	      55.9
	2001	   12	  2	   -68.760	   -57.954	   -32.647	      20.3	      22.7	      47.2
	2001	   12	  8	   -65.026	   -51.906	   -29.214	      20.3	      29.6	      64.0
	2001	   12	 15	   -58.622	   -43.842	   -27.482	      21.5	      34.7	      83.6
	2001	   12	 22	   -59.106	   -42.816	   -33.104	      21.1	      65.0	      81.3
	2001	   12	 31	   -53.350	   -39.486	   -33.414	      22.5	      70.5	      82.2
	2002	    1	  6	   -47.122	   -41.046	   -34.398	      29.9	      70.2	       NaN
	2002	    1	 15	   -49.190	   -41.708	   -35.144	      25.4	      60.1	      69.3
	2002	    1	 25	   -43.498	   -40.766	   -36.804	      34.3	      66.2	      68.4
	2002	    2	  2	   -44.080	   -40.772	   -37.680	      31.8	      69.2	      56.6
	2002	    2	  9	   -46.160	   -41.724	   -39.080	      32.3	      74.5	      69.1
	2002	    2	 17	   -47.652	   -43.574	   -41.678	      34.2	      73.2	      66.7
	2002	    2	 23	   -44.906	   -42.950	   -42.650	      38.8	      79.8	      61.4
	2002	    3	  2	   -46.304	   -46.676	   -46.722	      32.8	      72.6	      73.6
	2002	    3	  9	   -48.478	   -47.580	   -48.084	      39.6	      78.3	      60.6
	2002	    3	 18	   -48.146	   -50.998	   -53.238	      33.2	      72.3	      59.5
	2002	    3	 24	   -50.230	   -53.130	   -55.962	      38.7	      79.4	      51.0
	2002	    3	 30	   -53.764	   -56.564	   -59.854	      33.4	      75.2	      65.7
	2002	    4	  7	   -53.704	   -58.429	       NaN	      39.2	       NaN	       NaN
	2002	    4	 17	   -59.408	   -63.394	   -68.896	      39.6	      78.7	      58.0
	2002	    4	 28	   -62.206	   -70.096	   -75.488	      19.8	      75.8	      51.2
	2002	    5	  3	   -61.592	   -70.686	   -76.840	      48.2	      94.2	      48.4
	2002	    5	 11	   -59.922	   -70.652	   -77.632	      45.9	      91.4	      57.1
	2002	    5	 18	   -62.292	   -72.390	   -79.934	      44.7	      95.7	      60.2
	2002	    5	 28	   -71.414	   -79.094	   -84.442	      22.9	      73.8	      61.1
	2002	    6	  2	   -66.032	   -79.162	   -84.812	      31.5	      91.6	      50.8
	2002	    6	  9	   -68.110	   -79.432	   -84.668	      40.1	      88.4	      54.7
	2002	    6	 15	   -70.804	   -81.674	   -86.916	      44.5	      91.2	      54.6
	2002	    6	 23	   -71.762	   -82.810	   -86.914	      47.9	      99.8	      51.5
	2002	    6	 29	   -72.374	   -83.244	   -84.876	      52.5	      92.3	      48.1
	2002	    7	  8	   -76.588	   -86.634	   -90.207	      53.3	     104.9	       NaN
	2002	    7	 14	   -78.320	       NaN	   -89.188	       NaN	       NaN	       NaN
	2002	    7	 16	   -76.466	   -86.444	   -90.012	      54.1	      93.4	      52.3
	2002	    7	 27	   -81.080	   -89.208	   -92.386	      37.9	     103.3	      52.0
	2002	    8	  4	   -79.410	   -88.008	   -89.292	      55.4	     106.6	      51.9
	2002	    8	 12	   -80.782	   -89.594	   -91.048	      51.2	      91.8	      49.4
	2002	    8	 19	   -78.588	   -86.258	   -85.824	      53.1	      97.5	      49.8
	2002	    8	 24	   -77.716	   -83.356	   -76.288	      48.2	      91.2	      42.8
	2002	    8	 28	   -78.969	   -84.788	   -82.611	      56.0	      97.2	       NaN
	2002	    9	  1	   -80.538	   -84.576	   -76.646	      36.8	     102.3	      45.4
	2002	    9	  4	   -79.036	   -84.176	   -80.206	      35.5	      70.2	      41.8
	2002	    9	  8	   -79.262	   -84.840	   -82.814	      39.7	      58.1	      36.8
	2002	    9	 12	   -76.686	   -85.004	   -77.072	      36.0	      54.0	      35.4
	2002	    9	 15	   -79.486	   -82.928	   -76.284	      30.4	      37.9	      31.4
	2002	    9	 19	   -75.296	   -83.306	   -79.372	      40.0	      21.0	      30.1
	2002	    9	 22	   -68.034	   -65.552	   -48.020	      35.0	      19.8	      54.9
	2002	    9	 25	   -62.098	   -41.506	   -29.179	      32.8	      82.1	     103.2
	2002	    9	 27	   -59.546	   -37.178	   -26.926	      32.5	      82.0	     107.8
	2002	   10	  1	   -56.640	   -50.320	       NaN	      45.1	      72.4	       NaN
	2002	   10	  5	   -69.024	   -60.006	   -32.572	      33.9	      23.4	      83.0
	2002	   10	  8	   -74.956	   -71.638	   -52.360	      26.3	      16.2	      40.5
	2002	   10	 11	   -69.170	   -72.054	   -56.644	      37.7	      17.4	      37.0
	2002	   10	 14	   -69.720	   -72.576	   -61.755	      36.4	      20.2	       NaN
	2002	   10	 15	   -69.500	   -72.186	   -57.254	      37.4	      20.2	      37.1
	2002	   10	 18	   -70.558	   -70.968	   -51.474	      35.7	      18.0	      38.3
	2002	   10	 21	   -71.140	   -70.910	   -56.714	      30.8	      17.1	      38.0
	2002	   10	 24	   -67.676	   -65.582	   -48.756	      35.5	      19.9	      47.5
	2002	   10	 27	   -60.106	   -48.644	   -35.178	      34.4	      46.6	      96.5
	2002	   11	  1	   -57.310	   -48.452	   -44.740	      37.5	      88.2	      92.1
	2002	   11	  5	   -51.348	   -38.058	   -34.568	      38.8	      79.4	      96.0
	2002	   11	  9	   -45.464	   -38.850	   -38.860	      41.2	     100.4	      88.8
	2002	   11	 13	   -42.190	   -40.334	   -39.130	      46.7	      97.8	      84.1
	2002	   11	 17	   -41.144	   -39.992	   -39.166	      44.9	      88.5	      86.5
	2002	   11	 19	   -44.210	   -38.202	   -36.548	      40.4	      91.6	      95.0
	2002	   11	 22	   -47.292	   -37.358	   -35.916	      36.1	      88.6	      77.6
	2002	   11	 27	   -50.120	   -40.328	   -34.590	      36.4	      79.7	      90.3
	2002	   12	  4	   -49.706	   -40.704	   -36.430	      35.5	      78.9	      76.0
	2002	   12	 11	   -41.854	   -38.576	   -36.346	      47.0	      85.4	      68.9
	2002	   12	 18	   -44.136	   -39.970	   -37.260	      47.1	      81.3	      63.4
	2002	   12	 26	   -42.742	   -40.252	   -38.369	      45.1	      78.2	      59.9
	2003	    1	  3	   -44.778	   -41.128	   -38.930	      35.2	      74.6	      62.3
	2003	    1	 11	   -45.432	   -40.000	   -37.202	      44.4	      71.5	      58.6
	2003	    1	 17	   -46.790	   -41.768	   -39.892	      40.5	      73.0	      59.2
	2003	    1	 24	   -44.058	   -42.156	   -40.088	      41.1	      70.6	      64.4
	2003	    1	 31	   -42.482	   -40.382	   -39.782	      44.7	      74.3	      56.7
	2003	    2	  8	   -43.860	   -43.248	   -41.932	      42.6	      68.0	      59.0
	2003	    2	 15	   -45.784	   -44.458	   -44.478	      42.3	      68.3	      42.3
	2003	    2	 21	   -46.718	   -45.870	   -45.866	      41.4	      68.5	      54.6
	2003	    2	 28	   -45.362	   -47.522	   -49.146	      35.4	      69.4	      42.8
	2003	    3	  9	   -44.992	   -47.094	   -50.116	      43.5	      78.5	      57.7
	2003	    3	 15	   -46.110	   -48.886	   -51.892	      47.4	      79.6	      54.2
	2003	    3	 23	   -48.986	   -52.330	   -55.926	      43.2	      71.6	      57.4
	2003	    3	 29	   -51.806	   -54.472	   -57.938	      40.3	      81.5	      46.6
	2003	    4	  4	   -53.050	   -58.798	   -62.520	      43.1	      83.1	      46.1
	2003	    4	 11	   -53.240	   -58.576	   -64.678	      49.4	      79.7	      57.2
	2003	    4	 18	   -56.078	   -63.680	   -68.650	      52.2	      85.2	      46.4
	2003	    4	 25	   -61.104	   -68.154	   -72.600	      42.6	      84.9	      49.5
	2003	    5	  3	   -65.188	   -72.418	   -77.810	      41.9	      83.6	      48.1
	2003	    5	 10	   -65.130	   -74.566	   -79.432	      42.7	      96.2	      47.8
	2003	    5	 17	   -67.326	   -76.594	   -81.218	      43.4	      89.6	      45.8
	2003	    5	 25	   -70.684	   -78.540	   -84.152	      37.7	      88.4	      55.0
	2003	    5	 30	   -74.066	   -80.964	   -85.640	      33.2	      88.5	      49.5
	2003	    6	  7	   -65.188	   -72.418	   -77.810	      42.2	      83.7	      48.2
	2003	    6	 14	   -72.686	   -84.478	   -89.888	      44.1	      87.7	      49.0
	2003	    6	 18	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2003	    6	 26	   -74.742	   -87.630	   -92.372	      44.1	      80.0	      47.5
	2003	    7	  8	   -76.384	   -88.954	   -92.726	      55.3	      92.2	      57.0
	2003	    7	 10	   -79.498	   -89.228	   -92.742	      43.5	      90.5	      50.7
	2003	    7	 17	   -78.326	   -89.580	   -92.544	      43.6	      92.5	      52.7
	2003	    7	 19	   -78.108	   -88.950	   -91.934	      46.7	      81.7	      52.5
	2003	    7	 27	   -80.728	   -90.626	   -92.996	      52.8	      86.8	      49.4
	2003	    7	 30	   -81.498	   -90.840	   -92.698	      50.3	       NaN	       NaN
	2003	    8	  6	   -80.146	   -90.680	   -92.318	      49.0	      97.8	      51.8
	2003	    8	  9	   -83.562	   -92.058	   -92.942	      33.8	      68.6	      46.6
	2003	    8	 11	   -83.818	   -92.402	   -92.464	      31.9	      74.0	      50.3
	2003	    8	 13	   -80.360	   -90.506	   -90.804	      50.5	      85.3	      49.5
	2003	    8	 16	   -82.694	   -90.700	   -90.872	      45.8	      89.0	      50.3
	2003	    8	 18	   -81.020	   -89.806	   -89.322	      50.7	      88.8	      51.2
	2003	    8	 24	   -82.036	   -89.592	   -88.098	      45.0	      86.6	      51.9
	2003	    8	 27	   -81.773	   -88.888	   -86.802	      39.4	      72.8	      49.9
	2003	    8	 30	   -80.256	   -88.144	   -84.518	      41.6	      76.7	      51.1
	2003	    8	 31	   -80.300	   -87.906	   -84.612	      42.8	      80.9	      53.0
	2003	    9	  2	   -80.944	   -87.544	   -85.178	      45.4	      82.7	      51.2
	2003	    9	  6	   -81.412	   -88.104	   -83.782	      44.5	      76.9	      49.3
	2003	    9	  9	   -80.590	   -86.592	   -82.848	      44.2	      40.0	      42.2
	2003	    9	 11	   -80.170	   -86.590	   -82.336	      42.7	      46.4	      47.8
	2003	    9	 14	   -80.160	   -85.980	   -80.400	      32.5	      42.3	      47.6
	2003	    9	 16	   -82.420	   -86.668	   -80.206	      32.2	      46.8	      42.5
	2003	    9	 18	   -81.526	   -86.468	   -78.638	      27.1	      15.5	       NaN
	2003	    9	 20	   -84.192	   -87.244	   -79.166	      20.4	      27.4	      40.7
	2003	    9	 24	   -80.902	   -85.902	   -78.908	      25.7	      15.2	      29.2
	2003	    9	 26	   -79.820	   -85.202	   -76.804	      21.8	       1.8	      25.8
	2003	    9	 29	   -77.884	   -83.630	   -74.020	      24.1	       2.2	      31.7
	2003	   10	  1	   -79.632	   -85.014	   -74.186	      22.0	       4.1	      29.8
	2003	   10	  4	   -76.078	   -79.954	   -62.932	      21.4	       6.0	      35.7
	2003	   10	  7	   -75.272	   -78.922	   -62.380	      18.2	       5.2	      38.5
	2003	   10	  9	   -75.454	   -78.268	       NaN	      19.2	       NaN	       NaN
	2003	   10	 11	   -76.284	   -76.972	   -56.996	      23.1	       5.7	      41.7
	2003	   10	 11	   -76.284	   -76.972	   -56.996	      21.7	       5.0	      39.1
	2003	   10	 15	   -76.860	   -73.788	   -46.136	      18.6	       5.3	      43.8
	2003	   10	 19	   -76.334	   -73.310	   -48.752	      19.0	       6.8	      43.8
	2003	   10	 22	   -76.090	   -68.110	   -37.274	      16.5	       6.8	      50.1
	2003	   10	 27	   -73.016	   -68.828	   -42.040	      19.7	       7.8	      45.3
	2003	   10	 31	   -72.800	   -65.770	   -41.850	      17.3	       8.4	      41.3
	2003	   11	  4	   -66.828	   -57.134	   -26.940	      21.3	      14.2	      68.5
	2003	   11	  7	   -65.892	   -51.630	   -33.254	      22.3	      26.5	      99.2
	2003	   11	 11	   -69.080	   -59.026	   -35.856	      17.7	      18.7	      49.4
	2003	   11	 14	   -64.780	   -53.448	   -33.612	      20.6	      17.5	      75.0
	2003	   11	 18	   -63.264	   -49.382	   -28.660	      22.1	      31.6	      88.0
	2003	   11	 21	   -63.604	   -54.384	   -32.008	      22.9	      17.5	      43.1
	2003	   11	 25	   -60.680	   -48.726	   -30.524	      22.9	      28.2	      78.0
	2003	   11	 28	   -57.364	   -45.298	   -31.756	      22.4	      36.5	      82.3
	2003	   12	  2	   -56.780	   -46.464	   -33.184	      26.9	      30.6	      78.3
	2003	   12	 18	   -48.356	   -40.050	   -37.382	      30.4	      75.2	      73.6
	2003	   12	 23	   -50.024	   -40.770	   -36.714	      36.4	      76.9	      65.7
	2003	   12	 26	   -47.470	   -40.068	   -36.876	      38.5	      76.9	      65.7
	2003	   12	 29	   -49.960	   -40.344	   -37.258	      27.6	      69.8	      61.4
	2004	    1	  7	   -46.562	   -40.696	   -37.478	      36.3	      76.7	      54.0
	2004	    1	 13	   -49.494	   -40.618	   -36.976	      31.8	      68.9	      56.8
	2004	    1	 22	   -45.580	   -41.518	   -38.596	      33.5	      69.3	      56.2
	2004	    1	 27	   -45.208	   -42.304	   -39.398	      34.6	      65.8	      54.7
	2004	    2	  3	   -44.430	   -41.606	   -39.820	      36.7	      68.5	      50.5
	2004	    2	 11	   -44.130	   -42.200	   -41.104	      40.0	      73.1	      59.8
	2004	    2	 17	   -45.760	   -43.928	   -43.396	      41.3	      76.1	      59.4
	2004	    2	 24	   -46.576	   -45.942	   -45.772	      38.6	      74.0	      78.5
	2004	    3	  3	   -47.844	   -46.204	   -45.514	      36.9	      74.6	      62.7
	2004	    3	  9	   -45.758	   -46.578	   -46.462	      43.6	      76.8	      63.2
	2004	    3	 17	   -46.796	   -50.082	   -52.596	      36.4	      76.9	      65.5
	2004	    3	 25	   -49.182	   -53.278	   -56.122	      49.4	      82.0	      59.9
	2004	    4	  2	   -55.438	   -56.972	       NaN	      30.9	       NaN	       NaN
	2004	    4	  7	   -52.904	   -57.128	   -61.376	      49.8	      80.3	      60.4
	2004	    4	 13	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2004	    4	 20	   -54.730	   -61.052	   -69.028	      37.9	      76.1	      63.8
	2004	    4	 27	   -63.740	   -68.160	   -73.050	      47.7	      92.7	      52.6
	2004	    5	 11	   -65.880	   -73.626	   -77.942	      39.3	      87.9	      55.7
	2004	    5	 18	   -66.726	   -76.410	   -82.056	      33.2	      77.3	      54.3
	2004	    5	 26	   -68.454	   -77.732	   -81.384	      50.2	      97.8	      49.2
	2004	    6	  1	   -66.248	   -78.014	   -82.766	      65.3	     103.5	      48.3
	2004	    6	  8	   -71.378	   -81.806	   -84.668	      49.6	      94.8	      48.7
	2004	    6	 15	   -74.818	   -84.390	   -85.840	      47.8	      93.9	      51.0
	2004	    6	 22	   -74.734	   -85.052	   -88.716	      35.2	      90.6	      56.8
	2004	    6	 29	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN
	2004	    7	  9	   -73.950	   -84.800	   -88.656	      63.6	      99.2	      53.3
	2004	    7	 15	   -77.800	   -86.694	   -87.554	      56.2	     106.2	      51.9
	2004	    7	 20	   -74.866	   -86.062	   -88.542	      59.0	      89.9	      50.5
	2004	    7	 27	   -80.322	   -89.264	   -89.180	      58.5	     101.9	      52.6
	2004	    8	  5	   -82.874	   -89.482	   -85.880	      48.9	      99.3	       NaN
	2004	    8	  9	   -79.514	   -88.748	   -86.018	      51.1	      89.3	      50.7
	2004	    8	 16	   -81.114	   -87.636	   -82.454	      44.2	      82.5	      54.7
	2004	    8	 19	   -81.304	   -87.234	   -81.482	      49.0	      90.2	      54.6
	2004	    8	 26	   -80.424	   -86.130	   -80.940	      49.7	      84.1	      53.9
	2004	    8	 31	   -80.562	   -85.614	   -78.986	      60.3	      83.0	      57.4
	2004	    9	  3	   -79.934	   -86.164	   -82.542	      46.2	      61.8	      51.1
	2004	    9	  7	   -85.335	   -87.474	   -80.628	      26.4	      67.2	      50.4
	2004	    9	 11	   -78.240	   -85.144	   -79.670	      38.3	      36.9	      46.2
	2004	    9	 14	   -84.976	   -86.332	   -79.330	      23.6	      41.7	      42.8
	2004	    9	 19	   -79.748	   -82.682	   -75.192	      27.3	      21.1	      42.3
	2004	    9	 21	   -76.428	   -81.992	   -75.350	      28.6	      20.7	      41.0
	2004	    9	 24	   -76.146	   -81.868	   -73.216	      27.6	       7.9	      39.4
	2004	    9	 29	   -79.490	   -80.108	   -66.190	      18.7	       9.0	      42.9
	2004	   10	  1	   -78.292	   -80.274	   -66.558	      24.6	       6.4	      43.1
	2004	   10	  4	   -82.388	   -81.390	   -64.550	      15.3	       5.1	      42.8
	2004	   10	  6	   -73.544	   -77.280	   -61.790	      17.5	       5.1	      44.5
	2004	   10	 10	   -76.110	   -74.254	   -49.622	      15.9	      10.2	      50.3
	2004	   10	 13	   -72.148	   -70.226	   -53.756	      14.9	      13.0	      50.3
	2004	   10	 16	   -72.164	       NaN	       NaN	      23.5	       NaN	       NaN
	2004	   10	 17	   -71.616	   -68.420	   -45.612	      22.2	      15.0	      57.4
	2004	   10	 22	   -70.596	   -62.290	   -33.722	      18.0	      27.0	      61.3
	2004	   10	 25	   -70.060	   -64.730	   -42.046	      25.5	      22.2	      59.6
	2004	   10	 29	   -71.370	   -67.704	   -45.394	      21.6	      16.5	      50.3
	2004	   11	  2	   -70.860	   -68.018	   -48.786	      24.6	      17.7	      45.1
	2004	   11	  6	   -72.412	   -67.036	   -46.422	      21.3	      24.1	      46.2
	2004	   11	 10	   -69.300	   -65.822	   -47.798	      22.8	      17.4	      44.4
	2004	   11	 15	   -65.812	   -58.712	   -40.184	      24.8	      26.6	      53.4
	2004	   11	 21	   -48.752	   -41.818	   -37.398	      41.0	      85.0	      88.3
	2004	   11	 28	   -61.898	   -48.232	   -30.532	      23.3	      38.2	      80.2
	2004	   11	 28	   -61.892	   -48.272	   -30.792	      24.1	      38.4	      82.2
	2004	   12	  5	   -52.222	   -42.558	   -33.784	      37.6	      81.6	       NaN
